pairID,id_tx_mat,id_tx_pat,chr_tx_mat,chr_tx_pat,start_tx_mat,start_tx_pat,end_tx_mat,end_tx_pat,Length.mat,10.TM4Aligned.sortedByCoord.out.mat,11.TM5Aligned.sortedByCoord.out.mat,12.TM6Aligned.sortedByCoord.out.mat,1.TF1Aligned.sortedByCoord.out.mat,2.TF2Aligned.sortedByCoord.out.mat,3.TF3Aligned.sortedByCoord.out.mat,4.TF4Aligned.sortedByCoord.out.mat,5.TF5Aligned.sortedByCoord.out.mat,6.TF6Aligned.sortedByCoord.out.mat,7.TM1Aligned.sortedByCoord.out.mat,8.TM2Aligned.sortedByCoord.out.mat,9.TM3Aligned.sortedByCoord.out.mat,Length.pat,10.TM4Aligned.sortedByCoord.out.pat,11.TM5Aligned.sortedByCoord.out.pat,12.TM6Aligned.sortedByCoord.out.pat,1.TF1Aligned.sortedByCoord.out.pat,2.TF2Aligned.sortedByCoord.out.pat,3.TF3Aligned.sortedByCoord.out.pat,4.TF4Aligned.sortedByCoord.out.pat,5.TF5Aligned.sortedByCoord.out.pat,6.TF6Aligned.sortedByCoord.out.pat,7.TM1Aligned.sortedByCoord.out.pat,8.TM2Aligned.sortedByCoord.out.pat,9.TM3Aligned.sortedByCoord.out.pat
TX_maternal_00016737_TX_paternal_00024051,TX_maternal_00016737,TX_paternal_00024051,X,Y,37979474,486454636,37983406,486458568,2188,105,281,221,388,571,245,833,428,313,215,186,61,2116,128,94,120,552,151,279,317,217,92,158,514,155
TX_maternal_00016739_TX_paternal_00024054,TX_maternal_00016739,TX_paternal_00024054,X,Y,38070270,486556769,38080590,486560027,620,29,47,103,72,18,35,52,195,49,41,37,31,613,187,218,129,53,233,163,173,0,163,251,307,192
TX_maternal_00016740_TX_paternal_00024055,TX_maternal_00016740,TX_paternal_00024055,X,Y,38081545,486560891,38083963,486563240,1440,186,215,212,379,396,295,378,480,320,166,417,151,1440,353,410,500,107,122,127,149,12,59,301,595,373
TX_maternal_00016741_TX_paternal_00024056,TX_maternal_00016741,TX_paternal_00024056,X,Y,38084640,486563917,38088804,486570348,1198,20,43,79,174,81,56,97,42,74,93,71,29,1381,145,131,120,2,133,78,43,78,143,112,276,165
TX_maternal_00016742_TX_paternal_00024057,TX_maternal_00016742,TX_paternal_00024057,X,Y,38108158,486581751,38110061,486583676,485,155,192,499,307,275,261,89,134,554,53,237,281,485,439,397,866,318,321,291,56,139,869,53,494,852
TX_maternal_00016743_TX_paternal_00024058,TX_maternal_00016743,TX_paternal_00024058,X,Y,38111863,486585203,38116108,486589693,1492,14,24,15,20,70,31,32,19,46,12,79,20,1492,29,28,51,13,1,3,1,6,0,5,33,16
TX_maternal_00016744_TX_paternal_00024059,TX_maternal_00016744,TX_paternal_00024059,X,Y,38116588,486590176,38119817,486593454,1723,48,72,69,73,119,96,101,44,163,45,118,67,1712,62,55,120,29,13,54,25,47,50,74,105,131
TX_maternal_00016746_TX_paternal_00024415,TX_maternal_00016746,TX_paternal_00024415,X,Y,38254354,501605421,38262122,501613975,3085,239,343,327,547,698,528,695,351,531,427,532,306,3031,6,1,305,50,13,57,0,44,23,497,577,262
TX_maternal_00016747_TX_paternal_00024418,TX_maternal_00016747,TX_paternal_00024418,X,Y,38289471,501660650,38298167,501669288,2060,44,99,68,107,121,147,143,48,101,38,99,54,2066,9,0,40,88,9,75,3,75,30,57,78,64
TX_maternal_00016748_TX_paternal_00024419,TX_maternal_00016748,TX_paternal_00024419,X,Y,38302049,501673181,38306427,501709365,1240,47,67,36,91,122,83,115,56,101,32,62,44,937,0,4,79,1,3,1,5,2,1,79,63,26
TX_maternal_00016750_TX_paternal_00024427,TX_maternal_00016750,TX_paternal_00024427,X,Y,38450273,501972545,38452992,501974982,1372,176,569,677,642,664,677,620,190,508,122,818,526,883,382,35,68,335,361,345,7,474,873,289,79,43
TX_maternal_00016751_TX_paternal_00024432,TX_maternal_00016751,TX_paternal_00024432,X,Y,38582821,502169504,38584488,502171179,941,12,9,12,9,69,5,3,21,16,70,73,18,980,45,12,10,18,70,7,3,14,24,89,112,28
TX_maternal_00016752_TX_paternal_00024433,TX_maternal_00016752,TX_paternal_00024433,X,Y,38585169,502171848,38602979,502187819,5517,230,622,254,522,727,466,863,446,530,426,610,308,5493,524,477,620,219,150,179,204,137,206,766,869,682
TX_maternal_00016753_TX_paternal_00024434,TX_maternal_00016753,TX_paternal_00024434,X,Y,38646524,502231351,38657068,502241952,2020,104,123,120,274,407,249,203,113,436,140,192,136,2040,118,168,226,33,3,25,14,12,21,149,238,419
TX_maternal_00016756_TX_paternal_00024435,TX_maternal_00016756,TX_paternal_00024435,X,Y,38760530,502383150,38763323,502385943,1370,40,35,70,116,116,112,72,85,147,58,89,52,1370,67,97,75,23,24,27,24,9,35,76,107,41
TX_maternal_00016761_TX_paternal_00024092,TX_maternal_00016761,TX_paternal_00024092,X,Y,38882731,487807602,38883758,487808660,725,0,0,0,3,3,0,3,2,2,1,2,0,726,5,1,4,6,4,2,0,1,0,7,7,0
TX_maternal_00016762_TX_paternal_00024093,TX_maternal_00016762,TX_paternal_00024093,X,Y,38884287,487809189,38888033,487812461,2079,0,1,0,0,0,3,1,0,2,2,1,1,2170,42,44,51,34,58,48,58,28,65,47,97,35
TX_maternal_00016765_TX_paternal_00024095,TX_maternal_00016765,TX_paternal_00024095,X,Y,38915074,487848292,38937937,487870709,4170,232,433,215,46,1522,811,974,1,613,544,951,557,4345,1369,470,1346,1861,181,352,151,654,774,1663,1059,1156
TX_maternal_00016767_TX_paternal_00024096,TX_maternal_00016767,TX_paternal_00024096,X,Y,39157575,488097274,39162874,488102533,1040,66,45,23,23,170,251,35,18,84,12,183,70,1017,45,73,44,3,20,42,3,4,24,3,97,106
TX_maternal_00016769_TX_paternal_00024098,TX_maternal_00016769,TX_paternal_00024098,X,Y,39244785,488176495,39245975,488177686,390,0,0,0,0,0,0,0,0,0,1,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016770_TX_paternal_00024099,TX_maternal_00016770,TX_paternal_00024099,X,Y,39343386,488286017,39344205,488286835,291,0,1,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016771_TX_paternal_00024100,TX_maternal_00016771,TX_paternal_00024100,X,Y,39369059,488318785,39381383,488324579,1473,0,0,8,11,15,9,0,0,5,5,32,4,474,8,6,23,9,0,15,0,0,11,7,9,30
TX_maternal_00016772_TX_paternal_00024102,TX_maternal_00016772,TX_paternal_00024102,X,Y,39392638,488359082,39399723,488366091,570,14,40,51,16,22,16,16,14,30,20,43,39,570,16,58,128,36,38,48,65,77,79,45,103,83
TX_maternal_00016773_TX_paternal_00024103,TX_maternal_00016773,TX_paternal_00024103,X,Y,39519184,488409784,39520141,488410741,876,0,0,0,0,0,0,0,0,0,0,0,0,876,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016775_TX_paternal_00024104,TX_maternal_00016775,TX_paternal_00024104,X,Y,39548364,488457458,39558453,488467083,2690,306,206,291,503,586,517,322,379,798,184,201,217,2675,307,298,371,84,77,38,56,58,106,311,512,293
TX_maternal_00016777_TX_paternal_00024105,TX_maternal_00016777,TX_paternal_00024105,X,Y,39590529,488495113,39593721,488498305,1650,115,52,45,214,219,50,101,114,86,13,45,43,1650,113,109,251,57,200,133,73,12,91,202,259,152
TX_maternal_00016778_TX_paternal_00024106,TX_maternal_00016778,TX_paternal_00024106,X,Y,39594426,488499192,39595691,488499980,739,1,4,1,1,4,2,1,0,2,0,1,3,415,0,0,5,1,0,1,0,0,1,2,1,0
TX_maternal_00016780_TX_paternal_00024108,TX_maternal_00016780,TX_paternal_00024108,X,Y,39622075,488508293,39632168,488511402,1557,0,45,2,0,66,0,303,43,23,0,130,1,1439,196,93,253,128,193,187,1,34,49,239,283,110
TX_maternal_00016781_TX_paternal_00024109,TX_maternal_00016781,TX_paternal_00024109,X,Y,39632333,488512302,39635256,488515235,678,0,26,11,3,32,7,40,15,23,3,5,0,684,66,110,52,40,82,61,97,78,96,165,92,50
TX_maternal_00016793_TX_paternal_00024111,TX_maternal_00016793,TX_paternal_00024111,X,Y,40402742,488580976,40405863,488583430,822,9,0,0,0,0,0,0,0,0,0,0,0,936,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016786_TX_paternal_00024116,TX_maternal_00016786,TX_paternal_00024116,X,Y,39734292,488639349,39738897,488643956,3261,127,189,254,229,313,238,209,181,222,284,351,214,3276,772,942,956,693,995,519,595,565,666,1188,1306,845
TX_maternal_00016787_TX_paternal_00024117,TX_maternal_00016787,TX_paternal_00024117,X,Y,39890405,488853865,39892228,488855688,969,0,0,0,0,0,0,0,0,0,0,0,0,987,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016788_TX_paternal_00024118,TX_maternal_00016788,TX_paternal_00024118,X,Y,39893014,488856474,39894227,488857692,722,7,0,0,0,0,0,0,0,0,1,0,0,722,5,0,0,2,0,0,0,0,0,0,1,0
TX_maternal_00016789_TX_paternal_00024119,TX_maternal_00016789,TX_paternal_00024119,X,Y,39912659,488875216,39922389,488884219,2412,19,8,13,6,16,16,11,23,47,7,21,11,2310,17,2,16,7,4,5,9,23,22,2,9,5
TX_maternal_00016790_TX_paternal_00024121,TX_maternal_00016790,TX_paternal_00024121,X,Y,40135049,489217109,40136724,489220931,1201,0,0,0,0,0,0,0,0,0,0,0,0,2896,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016791_TX_paternal_00024122,TX_maternal_00016791,TX_paternal_00024122,X,Y,40337805,489334370,40360318,489335796,1074,245,2,334,651,842,702,80,271,1292,157,351,344,736,207,892,282,1,3,3,72,2,13,128,256,346
TX_maternal_00016792_TX_paternal_00024123,TX_maternal_00016792,TX_paternal_00024123,X,Y,40383395,489393476,40384308,489397527,489,1,1,0,4,14,2,0,1,1,5,1,1,423,0,3,3,11,4,0,9,3,8,15,7,1
TX_maternal_00016797_TX_paternal_00024124,TX_maternal_00016797,TX_paternal_00024124,X,Y,40442383,489407175,40449634,489414471,2945,7,9,18,65,90,39,34,93,86,91,80,26,3006,110,146,113,2,0,30,124,23,32,83,88,88
TX_maternal_00016807_TX_paternal_00024127,TX_maternal_00016807,TX_paternal_00024127,X,Y,40900533,489599947,40905352,489606184,1636,68,96,104,38,203,339,122,323,203,130,436,290,2460,94,43,92,43,137,48,14,18,188,62,118,13
TX_maternal_00016811_TX_paternal_00024128,TX_maternal_00016811,TX_paternal_00024128,X,Y,41157851,489766224,41160681,489769037,1428,33,52,33,226,47,126,47,9,67,2,35,0,1161,77,73,43,160,41,107,46,1,102,13,88,43
TX_maternal_00016815_TX_paternal_00024131,TX_maternal_00016815,TX_paternal_00024131,X,Y,41271077,489869080,41273745,489871570,1056,0,0,1,0,0,0,0,0,0,0,0,0,870,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016816_TX_paternal_00024134,TX_maternal_00016816,TX_paternal_00024134,X,Y,41360499,489957444,41364171,489960968,3100,0,22,0,0,11,2,3,0,9,0,126,0,2712,0,3,0,0,1,4,0,0,2,1,5,0
TX_maternal_00016820_TX_paternal_00024135,TX_maternal_00016820,TX_paternal_00024135,X,Y,41371403,489983164,41371988,489983616,550,2,5,12,18,20,9,10,14,8,0,36,5,417,5,11,9,11,7,8,2,3,5,5,22,5
TX_maternal_00016822_TX_paternal_00024137,TX_maternal_00016822,TX_paternal_00024137,X,Y,41470555,490059901,41476712,490064060,1394,38,62,37,73,41,93,99,159,32,25,39,40,1086,518,631,492,802,208,459,828,934,302,334,621,418
TX_maternal_00016823_TX_paternal_00024140,TX_maternal_00016823,TX_paternal_00024140,X,Y,41514012,490107956,41523721,490112676,4019,31,55,77,81,73,34,98,65,114,29,55,36,2691,77,79,103,6,35,17,33,24,36,113,117,60
TX_maternal_00016824_TX_paternal_00024141,TX_maternal_00016824,TX_paternal_00024141,X,Y,41523756,490114850,41529383,490124411,2723,19,38,36,96,188,33,88,107,101,37,114,25,3204,292,311,375,167,313,130,204,132,292,454,661,245
TX_maternal_00016829_TX_paternal_00024145,TX_maternal_00016829,TX_paternal_00024145,X,Y,41710859,490265273,41711671,490266086,304,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016830_TX_paternal_00024146,TX_maternal_00016830,TX_paternal_00024146,X,Y,41717316,490281502,41725088,490290599,1187,4,16,63,14,58,80,6,15,4,8,81,9,1281,20,59,95,32,83,77,11,50,7,10,60,9
TX_maternal_00016831_TX_paternal_00024148,TX_maternal_00016831,TX_paternal_00024148,X,Y,41836256,490440237,41840663,490444643,1173,0,0,0,0,0,0,0,0,1,0,0,0,1263,99,112,172,80,64,96,66,55,107,118,258,156
TX_maternal_00016832_TX_paternal_00024149,TX_maternal_00016832,TX_paternal_00024149,X,Y,41886554,490485028,41891134,490489124,2771,0,0,1,0,0,0,0,0,0,0,2,0,1373,0,0,1,0,0,0,0,0,1,0,0,0
TX_maternal_00016833_TX_paternal_00024152,TX_maternal_00016833,TX_paternal_00024152,X,Y,41948021,490584729,41949512,490587158,909,2,5,2,4,1,15,6,5,3,33,3,1,1173,2,10,19,2,10,2,4,0,1,4,26,13
TX_maternal_00016835_TX_paternal_00024153,TX_maternal_00016835,TX_paternal_00024153,X,Y,41998583,490636674,42000896,490639060,537,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016836_TX_paternal_00024155,TX_maternal_00016836,TX_paternal_00024155,X,Y,42085367,490730383,42100504,490751412,2231,0,0,0,0,5,1,4,1,1,4,4,1,2004,1,1,0,0,5,1,3,0,0,6,0,0
TX_maternal_00016837_TX_paternal_00024156,TX_maternal_00016837,TX_paternal_00024156,X,Y,42103666,490754724,42109042,490757563,1986,0,0,0,0,0,0,0,0,1,0,0,0,1644,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016840_TX_paternal_00024157,TX_maternal_00016840,TX_paternal_00024157,X,Y,42141008,490790505,42145615,490795112,2382,104,82,88,399,180,275,154,294,165,33,120,76,2378,201,776,122,183,265,243,291,5,71,261,795,412
TX_maternal_00016841_TX_paternal_00024158,TX_maternal_00016841,TX_paternal_00024158,X,Y,42153717,490810607,42159236,490816237,2863,18,2,22,83,130,24,2,51,147,74,22,146,2787,313,267,543,54,527,338,118,146,544,220,808,470
TX_maternal_00016844_TX_paternal_00024168,TX_maternal_00016844,TX_paternal_00024168,X,Y,42383997,491170658,42390039,491176740,1435,6,35,26,17,34,101,40,20,30,17,11,69,1435,52,47,16,95,57,0,0,0,78,226,162,29
TX_maternal_00016846_TX_paternal_00024171,TX_maternal_00016846,TX_paternal_00024171,X,Y,42436463,491239712,42439894,491243167,1674,26,20,72,48,64,102,328,268,42,104,86,26,1707,73,149,214,104,76,112,708,445,55,571,433,135
TX_maternal_00016847_TX_paternal_00024172,TX_maternal_00016847,TX_paternal_00024172,X,Y,42441979,491245299,42451472,491254781,2365,49,39,48,135,118,107,133,95,99,45,97,84,2468,80,101,74,1,24,14,31,24,45,175,142,48
TX_maternal_00016849_TX_paternal_00024173,TX_maternal_00016849,TX_paternal_00024173,X,Y,42470292,491266605,42474330,491269585,756,133,157,141,219,266,234,123,153,248,74,93,67,754,46,44,72,0,0,0,46,1,0,68,149,92
TX_maternal_00016852_TX_paternal_00024177,TX_maternal_00016852,TX_paternal_00024177,X,Y,42631504,491446590,42633582,491448663,1180,43,20,59,293,98,298,203,499,163,6,61,54,1180,33,117,95,0,1,0,24,24,4,73,62,80
TX_maternal_00016854_TX_paternal_00024181,TX_maternal_00016854,TX_paternal_00024181,X,Y,42755681,491585692,42770922,491595523,2739,51,42,393,633,369,530,316,384,124,257,454,301,2718,151,263,162,2,59,0,53,83,121,422,226,113
TX_maternal_00016855_TX_paternal_00024182,TX_maternal_00016855,TX_paternal_00024182,X,Y,42778982,491603435,42784612,491613643,968,86,64,99,110,99,135,114,35,162,103,113,71,1059,68,66,101,0,5,0,1,17,9,132,117,81
TX_maternal_00016857_TX_paternal_00024183,TX_maternal_00016857,TX_paternal_00024183,X,Y,42984156,491634554,42985512,491637199,597,37,38,0,0,0,0,44,0,66,0,0,0,1329,130,2,234,0,0,0,3,0,7,130,0,100
TX_maternal_00016858_TX_paternal_00024185,TX_maternal_00016858,TX_paternal_00024185,X,Y,42999263,491645044,43003183,491649196,884,23,16,55,65,80,98,55,16,93,21,82,67,1097,63,17,40,0,13,0,9,8,28,40,53,45
TX_maternal_00016860_TX_paternal_00024190,TX_maternal_00016860,TX_paternal_00024190,X,Y,43185985,491769668,43188759,491772537,1052,1,2,1,10,15,11,5,19,21,0,13,4,1107,3,8,20,13,25,16,2,6,43,10,41,8
TX_maternal_00016863_TX_paternal_00024192,TX_maternal_00016863,TX_paternal_00024192,X,Y,43394829,491871956,43397788,491891517,936,0,0,0,0,0,0,0,0,0,0,0,0,1068,1,0,0,0,0,0,0,0,1,2,0,2
TX_maternal_00016867_TX_paternal_00024194,TX_maternal_00016867,TX_paternal_00024194,X,Y,43425139,491923045,43456429,491924469,741,3,0,0,0,0,0,0,28,0,0,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016868_TX_paternal_00024195,TX_maternal_00016868,TX_paternal_00024195,X,Y,43474088,492014741,43477324,492019103,1183,0,0,0,0,0,0,0,0,0,0,0,0,1129,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016874_TX_paternal_00024199,TX_maternal_00016874,TX_paternal_00024199,X,Y,43949003,492423852,43951953,492426588,600,2,0,0,1,2,1,0,0,0,1,4,1,549,0,0,2,0,3,0,0,0,2,7,8,1
TX_maternal_00016875_TX_paternal_00024200,TX_maternal_00016875,TX_paternal_00024200,X,Y,44025984,492485923,44028603,492488564,980,44,48,60,74,107,86,102,73,92,33,103,55,980,80,41,41,37,18,31,45,42,115,59,55,34
TX_maternal_00016876_TX_paternal_00024202,TX_maternal_00016876,TX_paternal_00024202,X,Y,44054885,492644267,44057612,492646856,1485,13,16,56,19,23,21,87,59,85,3,63,26,1281,27,48,75,11,0,6,22,18,18,14,61,56
TX_maternal_00016877_TX_paternal_00024203,TX_maternal_00016877,TX_paternal_00024203,X,Y,44207829,492790789,44210889,492794280,1411,14,48,36,97,100,91,114,143,57,32,117,70,1414,101,86,98,6,44,10,23,14,69,186,138,43
TX_maternal_00016878_TX_paternal_00024204,TX_maternal_00016878,TX_paternal_00024204,X,Y,44212518,492795930,44215850,492799362,1188,4,19,4,20,21,21,27,8,9,8,24,6,1099,61,27,82,6,26,14,20,13,56,59,63,37
TX_maternal_00016880_TX_paternal_00024205,TX_maternal_00016880,TX_paternal_00024205,X,Y,44268319,492888222,44274660,492890385,1593,0,0,0,0,0,0,0,0,0,0,0,0,1578,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016881_TX_paternal_00024206,TX_maternal_00016881,TX_paternal_00024206,X,Y,44420344,492930609,44425146,492936151,2419,72,65,122,181,212,162,168,152,162,79,222,64,2427,130,170,245,22,37,35,23,1,78,219,289,173
TX_maternal_00016882_TX_paternal_00024207,TX_maternal_00016882,TX_paternal_00024207,X,Y,44443517,492948141,44445367,492949350,615,180,2,217,131,219,6,313,95,113,64,222,6,576,135,820,151,63,122,707,187,59,77,77,184,165
TX_maternal_00016883_TX_paternal_00024208,TX_maternal_00016883,TX_paternal_00024208,X,Y,44466452,492960668,44477591,492963070,1401,49,42,72,123,111,84,48,69,110,86,103,68,1161,201,240,283,43,181,171,165,132,231,309,448,294
TX_maternal_00016884_TX_paternal_00024209,TX_maternal_00016884,TX_paternal_00024209,X,Y,44470298,492965074,44480795,492976676,2697,0,1,0,0,1,1,1,0,0,1,0,2,2595,1,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016885_TX_paternal_00024211,TX_maternal_00016885,TX_paternal_00024211,X,Y,44738832,493163889,44741612,493186570,1195,0,7,2,0,1,1,2,0,2,2,10,0,915,0,0,2,1,0,0,1,0,1,0,3,0
TX_maternal_00016888_TX_paternal_00024213,TX_maternal_00016888,TX_paternal_00024213,X,Y,45074147,493471435,45076855,493475279,2109,0,0,0,0,0,0,0,0,0,0,0,0,2805,0,0,0,0,0,0,1,0,0,0,0,0
TX_maternal_00016891_TX_paternal_00024216,TX_maternal_00016891,TX_paternal_00024216,X,Y,45146674,493566947,45172771,493595325,3009,53,122,208,300,87,346,34,192,129,6,315,178,2760,164,396,532,302,61,270,70,110,183,22,261,396
TX_maternal_00016897_TX_paternal_00024220,TX_maternal_00016897,TX_paternal_00024220,X,Y,45468278,493694633,45470413,493696136,905,11,12,48,41,37,21,26,11,28,42,58,17,312,17,20,39,1,0,0,1,0,0,30,11,31
TX_maternal_00016898_TX_paternal_00024221,TX_maternal_00016898,TX_paternal_00024221,X,Y,45567268,493851658,45574565,493858836,4264,272,214,270,135,508,62,305,64,464,272,380,41,4264,217,251,215,256,20,201,35,111,28,360,524,450
TX_maternal_00016899_TX_paternal_00024222,TX_maternal_00016899,TX_paternal_00024222,X,Y,45597682,493873712,45598503,493875427,334,9,22,39,3,8,5,0,3,1,7,22,9,342,2,7,2,0,2,2,1,0,7,4,5,3
TX_maternal_00016900_TX_paternal_00024223,TX_maternal_00016900,TX_paternal_00024223,X,Y,45635250,493899522,45637253,493901525,637,4,11,13,27,11,21,23,24,35,3,13,16,637,2,4,3,0,0,1,0,0,0,20,2,2
TX_maternal_00016903_TX_paternal_00024227,TX_maternal_00016903,TX_paternal_00024227,X,Y,45739515,494016567,45741123,494018175,988,0,0,0,0,0,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016904_TX_paternal_00024228,TX_maternal_00016904,TX_paternal_00024228,X,Y,45752513,494029556,45757830,494034896,3321,7,67,18,6,111,2,48,23,4,16,187,27,3276,220,181,283,12,142,23,24,51,48,378,159,303
TX_maternal_00016905_TX_paternal_00024229,TX_maternal_00016905,TX_paternal_00024229,X,Y,45758394,494035460,45759571,494036637,593,244,216,188,80,119,108,84,61,90,206,419,127,593,0,0,0,44,0,0,0,0,0,0,0,0
TX_maternal_00016908_TX_paternal_00024234,TX_maternal_00016908,TX_paternal_00024234,X,Y,45846237,494126404,45849244,494128103,1783,0,0,0,0,0,0,0,0,0,0,0,0,1483,0,0,0,0,0,0,2,0,0,0,0,0
TX_maternal_00016912_TX_paternal_00024237,TX_maternal_00016912,TX_paternal_00024237,X,Y,46486209,494702034,46489477,494705701,1131,0,0,0,0,0,0,0,0,0,0,0,0,1131,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016915_TX_paternal_00024240,TX_maternal_00016915,TX_paternal_00024240,X,Y,46854575,495174298,46856421,495174995,906,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016926_TX_paternal_00024248,TX_maternal_00016926,TX_paternal_00024248,X,Y,47395853,495896904,47404120,495899859,1289,0,0,0,0,0,0,0,0,0,0,0,0,1307,50,60,74,70,59,74,49,75,53,56,125,64
TX_maternal_00016927_TX_paternal_00024250,TX_maternal_00016927,TX_paternal_00024250,X,Y,47434170,495946303,47437424,495949905,887,11,7,1,2,39,2,3,4,31,22,22,3,872,32,29,34,38,23,58,6,33,6,3,53,73
TX_maternal_00016928_TX_paternal_00024251,TX_maternal_00016928,TX_paternal_00024251,X,Y,47511468,495992559,47513872,495994871,1737,4,2,4,1,3,7,6,1,15,3,2,4,1737,2,10,8,10,22,8,8,4,5,0,40,5
TX_maternal_00016929_TX_paternal_00024253,TX_maternal_00016929,TX_paternal_00024253,X,Y,47640333,496089738,47641033,496090756,552,0,0,0,0,0,0,0,0,0,0,0,0,933,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016930_TX_paternal_00024255,TX_maternal_00016930,TX_paternal_00024255,X,Y,47683930,496152542,47690391,496152896,390,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00016931_TX_paternal_00024256,TX_maternal_00016931,TX_paternal_00024256,X,Y,47701898,496174822,47705655,496178573,1893,396,182,270,454,1336,1249,108,46,3418,73,1979,466,1893,165,192,400,196,105,290,30,60,664,98,680,250
TX_maternal_00016932_TX_paternal_00024257,TX_maternal_00016932,TX_paternal_00024257,X,Y,47704203,496177121,47707996,496180934,817,30,21,28,49,96,50,47,10,97,29,79,36,817,31,37,33,1,1,1,0,0,2,52,45,37
TX_maternal_00016933_TX_paternal_00024259,TX_maternal_00016933,TX_paternal_00024259,X,Y,47757230,496216968,47766742,496228031,3243,78,489,294,672,750,376,763,436,322,111,921,289,3237,954,735,1041,429,472,461,322,315,1047,1431,1079,835
TX_maternal_00016934_TX_paternal_00024261,TX_maternal_00016934,TX_paternal_00024261,X,Y,47837502,496293594,47841032,496300740,787,62,54,101,552,393,659,496,340,595,74,152,71,1596,398,431,205,47,56,75,64,46,105,337,263,245
TX_maternal_00016936_TX_paternal_00024265,TX_maternal_00016936,TX_paternal_00024265,X,Y,47985438,496448841,47989742,496453145,1944,52,83,6,29,237,88,47,6,296,85,110,8,1944,62,103,293,248,0,70,48,142,2,135,143,432
TX_maternal_00016937_TX_paternal_00024266,TX_maternal_00016937,TX_paternal_00024266,X,Y,47992134,496457710,47994288,496459511,1089,138,166,118,194,284,172,190,219,392,27,763,99,1089,398,551,646,338,67,414,316,345,418,339,727,591
TX_maternal_00016940_TX_paternal_00024288,TX_maternal_00016940,TX_paternal_00024288,X,Y,48052026,497333240,48054229,497335559,1193,0,0,0,0,4,0,3,0,5,1,9,0,1333,0,0,2,3,2,1,0,0,0,2,4,1
TX_maternal_00016943_TX_paternal_00024284,TX_maternal_00016943,TX_paternal_00024284,X,Y,48110513,497284427,48112866,497288588,1146,69,92,39,52,159,65,110,62,160,80,20,37,1122,135,70,175,50,14,118,19,46,39,98,136,88
TX_maternal_00016944_TX_paternal_00024283,TX_maternal_00016944,TX_paternal_00024283,X,Y,48115495,497281846,48117231,497283584,1080,1,0,0,0,37,2,0,0,1,21,36,1,1082,38,27,40,36,2,15,3,6,36,25,36,28
TX_maternal_00016945_TX_paternal_00024282,TX_maternal_00016945,TX_paternal_00024282,X,Y,48119822,497277563,48121239,497278984,905,0,0,30,0,10,0,3,6,1,29,22,0,905,44,49,77,42,25,40,10,5,79,24,34,55
TX_maternal_00016946_TX_paternal_00024281,TX_maternal_00016946,TX_paternal_00024281,X,Y,48163981,497245040,48164701,497250824,420,3,37,0,28,79,44,13,0,65,35,120,16,236,11,43,9,31,30,36,18,0,53,4,17,40
TX_maternal_00016947_TX_paternal_00024280,TX_maternal_00016947,TX_paternal_00024280,X,Y,48437992,496959646,48442110,496963599,938,5,32,8,14,21,24,18,20,6,45,21,15,938,5,10,28,0,11,0,1,0,0,52,75,14
TX_maternal_00016948_TX_paternal_00024279,TX_maternal_00016948,TX_paternal_00024279,X,Y,48443274,496953591,48445529,496958487,522,10,12,8,7,17,3,26,5,33,6,13,2,757,18,22,37,8,7,26,9,10,10,28,59,48
TX_maternal_00016949_TX_paternal_00024276,TX_maternal_00016949,TX_paternal_00024276,X,Y,48489806,496860518,48491073,496862208,562,10,17,2,7,6,1,8,14,15,3,21,8,573,23,71,38,0,5,4,10,5,20,64,152,105
