Geneid	Chr	Start	End	Strand	Length	10.TM4Aligned.sortedByCoord.out	11.TM5Aligned.sortedByCoord.out	12.TM6Aligned.sortedByCoord.out	1.TF1Aligned.sortedByCoord.out	2.TF2Aligned.sortedByCoord.out	3.TF3Aligned.sortedByCoord.out	4.TF4Aligned.sortedByCoord.out	5.TF5Aligned.sortedByCoord.out	6.TF6Aligned.sortedByCoord.out	7.TM1Aligned.sortedByCoord.out	8.TM2Aligned.sortedByCoord.out	9.TM3Aligned.sortedByCoord.out
TX_00007908	A1	5334048	5336491	+	2444	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007907	A1	5352119	5355769	+	3651	3	3	6	5	5	6	9	2	0	18	3	0
TX_00007906	A1	5356031	5358738	-	2708	36	113	63	76	34	91	186	304	19	23	180	134
TX_00007905	A1	5363344	5366974	-	3631	635	725	756	547	705	576	374	309	740	662	1205	617
TX_00007904	A1	5375472	5376644	-	1173	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007903	A1	5380112	5389033	+	8922	834	1265	1245	1244	1208	726	1392	1039	943	1964	1948	1050
TX_00007902	A1	5396652	5397191	+	540	0	0	0	0	0	1	0	0	1	0	0	0
TX_00007901	A1	5398791	5402951	+	4161	268	279	311	189	267	269	188	144	289	292	502	499
TX_00007900	A1	5403965	5405422	-	1458	0	0	6	2	0	0	0	8	0	4	3	0
TX_00007899	A1	5413499	5416660	-	3162	1	5	15	0	0	0	12	2	1	7	1	0
TX_00007898	A1	5510291	5511739	-	1449	32	131	75	45	49	59	115	58	30	132	203	103
TX_00007897	A1	5540881	5542781	-	1901	55	117	119	52	226	72	143	72	48	468	234	54
TX_00007896	A1	5576725	5580546	+	3822	89	109	78	61	81	72	80	107	120	85	107	72
TX_00007895	A1	5592700	5593497	-	798	0	0	0	1	6	0	1	1	0	2	3	2
TX_00007894	A1	5632252	5633559	-	1308	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007893	A1	5638306	5643295	-	4990	840	935	1301	798	1150	1123	536	552	1763	414	2156	1003
TX_00007892	A1	5657896	5660305	-	2410	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007891	A1	5681318	5683977	+	2660	454	589	1082	654	473	514	355	502	748	316	928	1050
TX_00007890	A1	5684731	5686085	-	1355	87	34	214	41	41	64	7	22	112	5	156	122
TX_00007889	A1	5696759	5698660	+	1902	169	112	218	53	102	101	51	45	212	98	195	276
TX_00007888	A1	5715390	5718481	+	3092	196	168	203	181	183	159	97	108	238	209	346	236
TX_00007887	A1	5718743	5721868	-	3126	234	348	297	243	335	218	314	240	302	399	439	288
TX_00007886	A1	5721527	5730075	+	8549	3030	2847	4576	2025	3609	2176	1646	1234	6420	1484	3229	5104
TX_00007885	A1	5749720	5753421	+	3702	456	561	877	427	443	457	498	437	632	527	1155	780
TX_00007884	A1	5754179	5756430	-	2252	177	220	190	175	193	169	217	142	183	271	340	205
TX_00007883	A1	5769777	5771303	+	1527	139	169	350	86	81	105	64	92	257	72	343	345
TX_00007882	A1	5795092	5796015	+	924	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007881	A1	5804775	5806944	+	2170	161	89	183	75	155	104	95	76	259	106	193	148
TX_00007880	A1	5809639	5815203	+	5565	317	578	620	388	253	372	567	475	350	680	1304	461
TX_00007878	A1	5851356	5855098	+	3743	10	18	12	11	16	11	19	9	13	31	31	20
TX_00007877	A1	5860046	5861033	+	988	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007876	A1	5861942	5863351	+	1410	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007875	A1	5869735	5874079	+	4345	226	251	303	169	277	207	209	163	264	226	461	325
TX_00007874	A1	5876643	5880940	+	4298	33	182	37	24	3	38	61	19	22	3	7	4
TX_00007873	A1	5891549	5906856	-	15308	2216	2255	3015	2108	2380	2063	1219	1279	3382	2060	3259	3124
TX_00007872	A1	5928066	5935076	-	7011	260	289	293	396	399	327	332	328	331	370	545	310
TX_00022531	A1	5936343	5937457	+	1115	0	3	0	1	0	1	0	3	2	4	0	0
TX_00007871	A1	5958045	5964102	+	6058	865	805	875	653	854	678	809	624	791	808	1574	1111
TX_00007870	A1	5970719	5976170	+	5452	1196	1039	1785	861	1239	935	576	537	2163	720	1351	1528
TX_00007869	A1	5979287	5980780	-	1494	11	14	16	8	13	11	15	6	8	14	22	8
TX_00007868	A1	5990522	5991625	-	1104	0	0	0	0	0	0	0	0	0	0	0	0
TX_00024282	A1	6007888	6009584	+	1697	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007867	A1	6011452	6015511	+	4060	236	456	437	337	389	350	373	560	320	483	551	284
TX_00007866	A1	6017044	6019494	-	2451	1102	1557	1573	1457	1325	1650	744	856	1625	983	1939	1436
TX_00007865	A1	6027334	6029232	-	1899	127	113	184	132	214	115	128	84	225	240	204	157
TX_00007864	A1	6032502	6034592	+	2091	537	830	806	888	610	892	829	565	537	688	1233	551
TX_00007863	A1	6063444	6068720	-	5277	207	321	352	251	304	239	307	186	223	333	523	284
TX_00007862	A1	6080466	6081115	+	650	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007861	A1	6082200	6083674	-	1475	26	44	114	34	19	21	32	61	40	21	98	87
TX_00007860	A1	6111694	6115964	-	4271	119	153	143	127	195	86	120	104	120	173	318	165
TX_00007859	A1	6123154	6128342	-	5189	1084	1135	1285	1256	1021	1063	973	1097	1183	482	1677	1416
TX_00007858	A1	6140051	6146113	-	6063	422	533	612	405	481	337	477	308	437	723	818	458
TX_00007857	A1	6147547	6157238	-	9692	971	1194	1259	1089	1285	815	915	734	1133	1640	2279	1132
TX_00007856	A1	6189127	6201766	+	12640	566	742	991	531	648	504	584	450	613	775	1254	683
TX_00007855	A1	6202974	6206416	+	3443	262	270	286	245	403	390	267	154	266	418	628	293
TX_00007854	A1	6288463	6290294	-	1832	1976	1681	2242	939	1758	1833	1561	1062	1477	669	3958	2824
TX_00007852	A1	6315365	6316125	-	761	0	0	0	0	0	0	0	0	2	0	1	1
TX_00007851	A1	6343427	6347171	+	3745	711	378	915	555	466	602	272	405	683	336	668	966
TX_00007850	A1	6378693	6382303	+	3611	72	163	119	99	98	242	177	298	67	109	282	346
TX_00007849	A1	6426321	6427014	-	694	0	0	0	0	0	0	0	1	0	0	0	0
TX_00005972	A1	6438363	6443321	+	4959	0	0	0	0	0	2	0	0	0	0	0	0
TX_00007848	A1	6456317	6457420	-	1104	0	0	0	0	1	0	0	0	0	1	0	0
TX_00007847	A1	6472314	6476369	-	4056	1693	1815	1876	1692	1761	1490	1024	766	1447	1508	2991	1609
TX_00007846	A1	6479141	6481111	-	1971	0	0	0	0	0	0	0	0	0	0	0	0
TX_00024740	A1	6509904	6513997	-	4094	0	2	0	0	1	0	1	1	0	2256	0	0
TX_00007845	A1	6515815	6521401	+	5587	516	622	807	546	595	485	564	379	537	988	1073	481
TX_00007844	A1	6522989	6525889	-	2901	188	222	543	178	178	140	160	115	179	106	592	227
TX_00007843	A1	6540002	6542002	+	2001	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007842	A1	6550567	6555152	-	4586	415	356	318	233	131	298	298	240	284	263	652	352
TX_00007841	A1	6556426	6560527	+	4102	219	263	296	205	284	179	213	206	359	307	436	304
TX_00007840	A1	6569089	6570884	+	1796	64	53	48	45	80	57	47	29	88	146	110	95
TX_00007839	A1	6572432	6575807	-	3376	103	184	312	217	347	320	88	132	158	178	391	120
TX_00007838	A1	6587532	6596419	-	8888	41	301	466	162	105	143	182	39	99	327	160	219
TX_00007837	A1	6629853	6631151	+	1299	8	3	4	4	4	9	0	2	5	2	1	1
TX_00007836	A1	6633341	6634657	+	1317	2	4	7	7	0	2	1	1	2	2	6	1
TX_00007835	A1	6648530	6649717	-	1188	40	50	66	43	45	35	44	43	39	64	88	55
TX_00007834	A1	6690623	6704054	-	13432	845	590	1255	643	580	1322	678	236	1700	1154	1179	1534
TX_00007832	A1	6725584	6726689	-	1106	395	1475	940	645	783	1306	491	502	674	271	840	1309
TX_00007831	A1	6727048	6727503	+	456	19	24	28	19	14	18	20	22	15	14	15	28
TX_00007830	A1	6727189	6735014	-	7826	411	831	511	484	432	517	723	601	300	243	780	551
TX_00007829	A1	6744017	6746711	-	2695	478	797	1084	698	705	626	845	603	838	779	1436	483
TX_00007828	A1	6768628	6775919	-	7292	51	60	160	61	58	82	45	27	122	166	120	28
TX_00007827	A1	6802958	6804764	-	1807	181	424	281	198	341	165	541	275	256	667	619	281
TX_00007826	A1	6815519	6816652	+	1134	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007825	A1	6863829	6866936	+	3108	303	467	401	276	484	291	353	343	365	1446	905	417
TX_00007824	A1	6881022	6892911	-	11890	6	6	12	6	1	1	1	1	6	0	1	0
TX_00029009	A1	6897943	6903255	-	5313	11	1	0	0	10	0	1	0	9	2	0	0
TX_00007823	A1	6906863	6907678	+	816	840	736	1386	494	929	939	462	324	1725	673	1517	2002
TX_00007822	A1	6937256	6940311	-	3056	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007821	A1	6980956	6982912	+	1957	0	0	0	0	0	0	0	0	0	3	1	3
TX_00007820	A1	7007243	7008794	+	1552	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007819	A1	7010773	7016035	-	5263	70	84	80	100	55	69	239	58	118	41	222	111
TX_00007818	A1	7031368	7035891	-	4524	632	1038	979	794	495	695	376	754	1449	319	2379	671
TX_00007816	A1	7068228	7073252	+	5025	257	554	473	449	426	445	862	417	358	524	1024	327
TX_00007815	A1	7076382	7079775	+	3394	0	0	0	1	0	0	0	0	0	0	0	0
TX_00007814	A1	7081488	7085738	+	4251	491	820	706	544	770	579	466	505	541	688	1209	609
TX_00007813	A1	7097088	7099820	+	2733	529	508	611	463	534	389	324	444	612	560	913	710
TX_00007812	A1	7100667	7103004	-	2338	346	216	460	228	155	218	108	144	407	80	401	336
TX_00007811	A1	7105608	7110438	+	4831	312	400	517	389	378	389	281	241	385	527	633	445
TX_00007810	A1	7123686	7124490	-	805	0	0	0	0	1	72	0	0	0	9	0	0
TX_00007809	A1	7156641	7157887	-	1247	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007808	A1	7158607	7159336	-	730	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007807	A1	7166953	7168170	+	1218	1	0	0	0	1	0	0	0	1	0	0	1
TX_00009357	A1	7174807	7175764	-	958	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007805	A1	7214419	7217491	+	3073	24	31	34	29	10	31	21	23	28	60	82	21
TX_00007804	A1	7251030	7251603	+	574	282	13	14	10	6	12	5	5	16	8	16	8
TX_00007803	A1	7259430	7260841	-	1412	0	1	0	0	1	3	0	0	2	0	0	0
TX_00007802	A1	7266373	7271305	-	4933	98	92	122	52	26	29	23	26	43	23	173	45
TX_00007801	A1	7299974	7303248	+	3275	36	51	10	33	135	3	99	74	24	24	224	17
TX_00007800	A1	7306736	7308958	+	2223	1966	1529	1586	1105	2655	1369	1229	956	1451	1820	3374	1914
TX_00007799	A1	7312928	7319143	-	6216	270	420	360	512	411	238	367	214	335	836	588	393
TX_00007798	A1	7327011	7330874	+	3864	206	307	449	200	270	217	365	243	348	322	539	326
TX_00007797	A1	7332448	7347749	-	15302	2538	2925	3336	3371	2668	2400	2355	1955	3151	4456	5810	2903
TX_00007796	A1	7347591	7348591	+	1001	4	6	11	18	0	0	3	5	3	18	3	7
TX_00007795	A1	7355009	7356180	+	1172	0	0	0	0	0	0	0	0	0	0	0	1
TX_00007794	A1	7369399	7374320	-	4922	2	2	1	1	1	2	3	0	4	2	2	1
TX_00007792	A1	7403323	7404338	-	1016	114	93	171	81	135	96	63	36	198	131	236	215
TX_00007791	A1	7408984	7411682	-	2699	73	50	6	31	7	25	2	31	65	28	18	88
TX_00007790	A1	7440079	7441504	+	1426	1	0	0	0	1	1	0	1	0	1	3	5
TX_00007789	A1	7463526	7465053	+	1528	4	16	1	30	4	2	2	0	1	16	26	1
TX_00007787	A1	7498115	7499222	+	1108	1	3	1	0	10	13	4	3	1	0	1	2
TX_00007786	A1	7505922	7508187	-	2266	191	163	243	123	133	121	100	65	224	226	340	288
TX_00007785	A1	7530847	7533738	-	2892	171	154	226	135	191	140	133	61	178	183	348	233
TX_00007784	A1	7534969	7541087	+	6119	558	222	618	237	524	346	207	108	860	301	554	693
TX_00007783	A1	7542489	7546253	+	3765	499	526	686	487	510	535	645	441	389	486	679	448
TX_00014501	A1	7587700	7589139	-	1440	0	4	18	3	1	4	2	2	7	8	13	11
TX_00007782	A1	7592169	7593191	+	1023	39	77	95	79	77	53	53	66	87	101	111	89
TX_00007781	A1	7593552	7595110	-	1559	487	529	1242	884	591	744	724	115	875	1081	1080	453
TX_00007780	A1	7647945	7653980	+	6036	464	526	570	402	528	368	462	309	573	591	1035	508
TX_00007779	A1	7655161	7659698	+	4538	483	546	571	440	695	367	435	357	570	614	1077	525
TX_00007778	A1	7661162	7662699	-	1538	358	323	749	223	305	413	42	40	517	130	484	276
TX_00007777	A1	7685634	7691713	-	6080	294	137	282	138	197	331	181	74	289	58	204	204
TX_00007776	A1	7734184	7735572	-	1389	1	3	2	3	2	3	0	2	1	3	6	3
TX_00007775	A1	7759900	7765344	-	5445	1098	2086	2417	913	978	1369	2750	1637	680	1195	3120	1813
TX_00007774	A1	7789698	7793508	-	3811	297	345	549	418	500	364	441	410	328	467	1036	435
TX_00007773	A1	7798743	7801519	-	2777	693	541	903	359	731	561	521	286	780	597	968	842
TX_00012906	A1	7835633	7837144	+	1512	0	0	1	0	0	0	0	0	1	0	0	0
TX_00007772	A1	7845149	7847416	+	2268	245	232	414	348	384	356	271	219	413	304	594	328
TX_00007771	A1	7853474	7857162	-	3689	2312	2730	4113	2625	3260	2255	2757	1386	3529	3997	4503	3331
TX_00007770	A1	7858605	7859819	+	1215	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007769	A1	7894192	7895188	+	997	0	0	1	0	0	0	0	0	0	1	0	0
TX_00017809	A1	7896761	7900961	+	4201	0	0	3	0	0	0	0	0	0	2	0	0
TX_00007768	A1	7903161	7904290	+	1130	30	13	151	24	86	11	342	6	72	99	51	3
TX_00007767	A1	7934904	7937971	-	3068	30	86	38	85	91	46	151	50	67	278	133	65
TX_00007766	A1	7946022	7949882	-	3861	1347	1094	1119	833	1260	710	855	767	1093	1248	2728	951
TX_00007765	A1	7957721	7960022	+	2302	2	1	0	0	4	2	1	0	3	9	9	3
TX_00007764	A1	7960013	7965656	-	5644	597	802	699	563	731	506	747	468	520	1249	1213	695
TX_00007763	A1	7975152	7975672	-	521	1	1	0	1	0	0	0	1	1	0	0	1
TX_00007762	A1	7989250	7991082	-	1833	0	0	0	0	0	0	0	0	0	1	0	0
TX_00007761	A1	8088464	8094777	+	6314	46	60	61	38	72	54	69	43	27	99	115	55
TX_00007760	A1	8095925	8097880	-	1956	302	813	292	1003	553	1350	3157	2517	162	194	638	370
TX_00007759	A1	8132453	8134215	-	1763	0	0	2	0	0	0	0	0	1	0	0	0
TX_00007757	A1	8183453	8187852	-	4400	88	89	177	90	62	91	93	54	123	137	143	134
TX_00010723	A1	8240388	8241988	-	1601	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007755	A1	8303380	8304378	+	999	0	0	0	0	0	0	0	0	0	0	0	4
TX_00007754	A1	8385720	8387397	+	1678	188	168	206	126	174	147	144	84	219	168	396	198
TX_00007753	A1	8389139	8391657	-	2519	61	199	216	154	106	106	33	32	60	55	302	165
TX_00007752	A1	8432654	8438427	+	5774	1303	4563	1040	1558	4615	3224	5534	1763	1020	1565	1560	1177
TX_00007751	A1	8446480	8447401	-	922	183	180	360	169	264	172	100	109	252	154	291	238
TX_00007750	A1	8449264	8450964	+	1701	6	1	13	1	3	2	2	0	20	0	8	5
TX_00007749	A1	8452028	8459899	-	7872	621	527	783	355	600	467	116	67	1078	772	1285	1211
TX_00007748	A1	8465239	8467315	-	2077	5	2	6	0	2	0	0	0	11	1	7	1
TX_00007747	A1	8491650	8494187	+	2538	7	3	0	29	0	5	9	9	1	28	4	24
TX_00007746	A1	8493992	8497895	-	3904	77	74	162	30	74	69	80	41	126	39	180	89
TX_00007745	A1	8500997	8503338	-	2342	0	0	0	0	0	0	0	0	0	1	0	0
TX_00007744	A1	8580834	8585135	+	4302	986	1084	1185	806	994	727	855	597	993	1111	1978	1040
TX_00007743	A1	8602155	8603142	-	988	0	0	108	0	0	0	0	0	0	0	0	1
TX_00024143	A1	8611254	8612807	-	1554	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007742	A1	8625446	8628078	-	2633	33	35	66	24	18	88	28	33	41	9	97	40
TX_00007741	A1	8643395	8644584	+	1190	0	0	2	1	0	23	1	1	0	0	2	0
TX_00007740	A1	8656716	8657250	+	535	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007738	A1	8687607	8688291	+	685	89	108	90	72	123	54	70	61	160	112	214	110
TX_00007737	A1	8705060	8709230	-	4171	1727	1838	1821	1256	1676	1189	1427	1104	1586	2051	3179	1864
TX_00007736	A1	8714771	8724816	-	10046	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007735	A1	8728219	8732829	+	4611	1083	1449	1600	1167	1587	1224	1231	950	1494	1368	2953	1830
TX_00007734	A1	8735517	8743693	-	8177	0	5	15	7	2	2	26	12	0	7	3	5
TX_00007733	A1	8744145	8748982	+	4838	12	0	1	1	1	1	2	0	1	0	1	2
TX_00007732	A1	8761113	8765877	-	4765	476	557	609	481	665	561	299	245	657	547	963	693
TX_00007731	A1	8781735	8791207	+	9473	895	640	809	479	498	276	422	334	1124	943	1098	741
TX_00007730	A1	8793963	8798057	+	4095	1733	1401	1979	1018	2107	1204	780	550	1443	376	2794	1614
TX_00007728	A1	8833997	8839051	+	5055	191	275	285	167	193	191	195	114	210	278	376	229
TX_00007729	A1	8834440	8835227	-	788	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007727	A1	8840201	8840671	-	471	6	11	3	1	5	1	9	10	1	4	4	5
TX_00007726	A1	8847836	8850066	+	2231	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007725	A1	8923572	8924900	-	1329	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007724	A1	8930863	8931372	-	510	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007723	A1	8959825	8965939	+	6115	0	0	1	0	4	0	0	0	0	1	1	0
TX_00007722	A1	8984868	8992335	-	7468	102	19	30	26	245	37	18	24	68	258	262	74
TX_00007721	A1	9005558	9008574	+	3017	1002	1437	1574	1701	1721	1423	1017	841	1284	1498	2784	1118
TX_00007720	A1	9023651	9024949	+	1299	1	10	0	2	14	6	0	1	15	1	11	2
TX_00007719	A1	9048334	9057809	+	9476	6	5	15	8	2	6	8	9	23	5	24	6
TX_00007718	A1	9061679	9064610	-	2932	7	38	181	3	19	6	9	43	6	117	19	18
TX_00007717	A1	9067749	9071824	-	4076	670	655	718	538	687	511	394	182	829	1080	1045	598
TX_00007716	A1	9102277	9105264	+	2988	86	91	119	50	81	76	74	61	95	140	162	64
TX_00007715	A1	9922487	9926389	+	3903	148	199	157	99	168	101	109	142	197	256	347	194
TX_00007714	A1	9931023	9932356	-	1334	96	69	83	53	79	66	69	49	85	74	138	64
TX_00014175	A1	9932456	9935906	+	3451	0	3	0	2	1	0	1	1	2	2	0	0
TX_00007713	A1	9989767	9992906	-	3140	157	136	199	191	136	387	46	162	197	124	970	102
TX_00007712	A1	10004298	10006250	-	1953	112	87	174	104	106	133	115	231	160	40	420	83
TX_00007711	A1	10025492	10030558	+	5067	22	4	25	2	35	4	5	46	9	41	61	16
TX_00007710	A1	10032688	10033869	-	1182	26	40	32	24	45	26	13	8	27	32	45	32
TX_00028970	A1	10061705	10062719	-	1015	0	0	0	1	0	0	0	0	0	0	0	0
TX_00007709	A1	10091297	10093156	+	1860	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007708	A1	10093464	10093971	-	508	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007707	A1	10104130	10108818	+	4689	450	428	495	428	533	415	507	328	549	621	745	309
TX_00007706	A1	10109270	10109548	-	279	0	1	0	0	1	1	2	0	2	3	1	0
TX_00007705	A1	10110340	10111831	-	1492	207	247	226	140	99	105	137	92	99	197	199	225
TX_00007704	A1	10112242	10113608	+	1367	34	73	32	17	17	68	45	47	21	36	63	114
TX_00007703	A1	10114274	10123600	-	9327	63	184	104	88	288	162	279	602	148	123	387	171
TX_00007702	A1	10132162	10136911	-	4750	952	928	1342	955	1142	910	750	830	1515	918	1593	1382
TX_00007701	A1	10140155	10147818	+	7664	0	0	0	0	0	0	0	0	0	2	0	0
TX_00007700	A1	10150823	10154453	-	3631	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007699	A1	10157231	10158270	+	1040	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007698	A1	10159017	10162055	+	3039	519	423	503	248	338	239	358	238	508	463	682	504
TX_00016524	A1	10195946	10198469	+	2524	101	107	353	96	338	72	123	144	55	136	852	87
TX_00016525	A1	10200593	10202156	-	1564	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007697	A1	10203728	10205849	+	2122	534	295	329	126	264	340	553	428	166	608	426	422
TX_00007696	A1	10248496	10251810	+	3315	734	707	1070	445	559	486	218	142	957	746	1093	819
TX_00007695	A1	10295875	10298284	+	2410	679	585	903	506	765	609	269	200	969	614	917	799
TX_00007694	A1	10325021	10329138	+	4118	38	41	56	20	29	29	37	26	28	45	86	41
TX_00007693	A1	10332431	10332733	-	303	1	1	2	0	0	0	0	0	0	2	0	0
TX_00007692	A1	10332590	10332733	-	144	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007691	A1	10346657	10349486	+	2830	170	161	328	106	188	164	220	136	162	161	310	218
TX_00007690	A1	10356909	10357368	-	460	0	0	0	0	0	0	0	0	0	0	1	0
TX_00007689	A1	10392420	10396345	+	3926	116	213	218	228	84	151	327	346	96	92	457	306
TX_00007688	A1	10410836	10411782	+	947	12	100	47	18	22	8	240	116	6	42	28	14
TX_00007687	A1	10419957	10424786	+	4830	0	2	0	0	0	0	1	0	0	0	1	2
TX_00007686	A1	10426076	10431207	-	5132	615	817	797	631	849	592	624	502	690	1001	1337	741
TX_00001841	A1	10434119	10447231	+	13113	20	6	0	5	2	0	0	0	1	19	66	0
TX_00007684	A1	10453194	10459472	+	6279	359	347	508	421	300	285	185	122	444	284	535	285
TX_00007685	A1	10458741	10459440	-	700	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007683	A1	10475728	10481890	-	6163	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007682	A1	10533172	10535754	+	2583	7	12	11	4	10	7	16	9	0	7	14	13
TX_00007681	A1	10538133	10545014	-	6882	601	684	1176	976	735	775	444	871	1251	485	1278	1629
TX_00007680	A1	10560391	10566956	+	6566	390	576	609	380	441	435	427	374	420	797	942	489
TX_00007679	A1	10647381	10649564	+	2184	130	134	192	133	157	124	142	123	148	243	326	116
TX_00023205	A1	10780425	10781160	+	736	0	0	0	0	0	0	0	0	0	0	0	0
TX_00001326	A1	10782849	10786224	+	3376	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007676	A1	10786806	10790070	+	3265	256	374	528	246	389	270	282	68	360	482	664	322
TX_00007675	A1	10804866	10805897	+	1032	51	55	31	44	0	9	47	6	152	95	9	47
TX_00007674	A1	10806230	10809203	+	2974	111	139	75	114	72	33	75	23	320	258	107	123
TX_00007673	A1	10808937	10811342	-	2406	83	187	143	44	61	27	70	35	88	102	131	68
TX_00007672	A1	10841238	10841933	+	696	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007671	A1	10845504	10848901	-	3398	14	8	56	12	14	8	0	5	51	9	38	25
TX_00025752	A1	10895945	10898406	-	2462	0	0	0	1	0	0	0	0	0	1	0	1
TX_00007669	A1	10910949	10917604	+	6656	0	0	0	0	1	0	0	0	0	0	0	0
TX_00007668	A1	10931344	10937187	+	5844	41	79	17	183	135	32	121	78	63	72	255	68
TX_00007667	A1	10940126	10942175	+	2050	10	6	2	4	4	0	3	1	5	76	3	4
TX_00007666	A1	10949583	10951383	-	1801	22	18	28	16	14	46	17	9	15	7	26	17
TX_00007660	A1	10993090	11000251	-	7162	25	31	31	29	15	15	41	0	55	57	61	1
TX_00007659	A1	11012824	11014458	+	1635	0	0	0	1	0	0	0	0	0	0	0	0
TX_00007658	A1	11019108	11019468	-	361	0	0	0	0	0	0	0	0	0	0	0	0
TX_00014163	A1	11041616	11042821	-	1206	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007657	A1	11053189	11053546	-	358	0	0	0	0	0	0	0	0	0	0	0	0
TX_00022550	A1	11055921	11059725	-	3805	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007656	A1	11074420	11075734	+	1315	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007655	A1	11111207	11112590	+	1384	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007654	A1	11121472	11124607	-	3136	145	754	494	343	327	426	841	526	225	137	689	268
TX_00007653	A1	11129646	11130327	+	682	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007652	A1	11136786	11140315	-	3530	21	60	46	37	23	19	27	8	13	53	132	38
TX_00007651	A1	11188617	11190642	-	2026	0	2	1	1	0	0	0	0	0	0	0	0
TX_00007650	A1	11191922	11208891	-	16970	1217	1186	1558	1217	1820	1380	806	591	1550	1071	2021	1603
TX_00007649	A1	11215663	11216133	+	471	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007648	A1	11236804	11243610	+	6807	315	424	395	218	445	223	240	123	309	468	673	530
TX_00007647	A1	11267148	11270135	+	2988	130	112	159	96	96	110	114	55	130	138	218	94
TX_00007646	A1	11271289	11275563	+	4275	1427	1281	1620	1323	1719	1296	1553	989	1490	1894	2411	1462
TX_00007642	A1	11282604	11284573	+	1970	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007639	A1	11288802	11290756	+	1955	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007645	A1	11305494	11306903	+	1410	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007641	A1	11350693	11350983	+	291	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007638	A1	11450819	11453292	+	2474	301	310	404	271	342	251	250	214	357	307	730	310
TX_00007637	A1	11533501	11537360	+	3860	48	409	297	111	9	82	150	484	47	267	942	679
TX_00007636	A1	11538516	11557518	-	19003	532	511	609	429	573	352	286	193	637	375	953	627
TX_00007635	A1	11564543	11571588	-	7046	336	450	417	401	512	386	567	583	429	567	880	436
TX_00007634	A1	11612111	11614511	+	2401	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007633	A1	11615489	11616325	+	837	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007632	A1	11634649	11635569	+	921	13	19	21	20	10	14	30	4	12	35	58	27
TX_00007630	A1	11642601	11646776	-	4176	31	53	48	14	54	31	33	78	24	14	110	58
TX_00007629	A1	11699953	11705127	-	5175	1509	1465	1939	2594	3186	1979	1156	1191	1884	1882	2170	1209
TX_00007627	A1	11737467	11743624	+	6158	0	0	0	2	1	0	2	0	0	0	7	0
TX_00007626	A1	11767289	11770348	+	3060	478	572	609	545	678	558	360	331	275	826	1221	599
TX_00007625	A1	11776125	11778705	-	2581	40	54	47	50	50	59	67	51	39	88	77	37
TX_00007624	A1	11817539	11821600	+	4062	623	873	918	682	851	634	905	701	714	986	1402	683
TX_00007623	A1	11882760	11884861	+	2102	0	0	0	0	0	0	0	0	0	0	0	0
TX_00007622	A1	11887703	11890729	+	3027	165	132	189	104	190	156	101	40	149	161	254	152
TX_00007621	A1	11902000	11906078	+	4079	225	247	288	223	252	176	281	205	196	495	630	468
